0.312243	0.58034	0	0	
0.779913	0.722413	6.65259	1.97674	
1.11254	0.821251	6.65259	1.97674	
0.78187	0.236848	3.90867	2.6457	
0.977303	0.369133	3.90867	2.6457	
1.39558	0.471669	4.77881	1.90547	
1.63452	0.566942	4.77881	1.90547	
1.94837	0.616567	4.91254	1.49269	
2.194	0.691202	4.91254	1.49269	
2.59514	0.693552	5.16947	0.933134	
2.85361	0.740209	5.16947	0.933134	
3.24496	0.660294	5.32238	0.290107	
3.51108	0.674799	5.32238	0.290107	
3.84273	0.671794	5.44072	0.191846	
4.11477	0.681386	5.44072	0.191846	
4.39697	0.678886	5.32318	0.125972	
4.66313	0.685185	5.32318	0.125972	
4.93376	0.670604	5.12071	0.0327873	
5.1898	0.672244	5.12071	0.0327873	
5.4447	0.670916	5.27379	0.0425973	
5.70839	0.673046	5.27379	0.0425973	
5.95326	0.576823	5.11046	-0.230997	
6.20879	0.565273	5.11046	-0.230997	
6.46973	0.638333	5.07558	-0.0196798	
6.72351	0.637349	5.07558	-0.0196798	
6.98406	0.627014	4.89737	-0.0586681	
7.22892	0.624081	4.89737	-0.0586681	
7.56695	0.668595	5.22002	0.0585622	
7.82795	0.671523	5.22002	0.0585622	
8.08872	0.726961	5.00777	0.161685	
8.33911	0.735045	5.00777	0.161685	
8.60455	0.942689	5.25869	0.616948	
8.86749	0.973536	5.25869	0.616948	
9.19768	1.02847	5.27556	0.655036	
9.46146	1.06123	5.27556	0.655036	
9.75532	1.20096	5.27729	0.868544	
10.0192	1.24439	5.27729	0.868544	
10.2684	1.38957	5.00783	1.04056	
10.5188	1.4416	5.00783	1.04056	
10.7463	1.53658	4.74198	1.09102	
10.9834	1.59113	4.74198	1.09102	
11.2676	1.58987	4.9164	0.998658	
11.5134	1.63981	4.9164	0.998658	
11.7268	1.65485	4.8383	0.932265	
11.9687	1.70147	4.8383	0.932265	
12.2168	1.85529	4.98301	1.14519	
12.466	1.91255	4.98301	1.14519	
12.7163	1.92818	5.08857	1.08935	
12.9708	1.98265	5.08857	1.08935	
13.2272	2.19339	5.17457	1.37229	
13.4859	2.262	5.17457	1.37229	
13.5783	2.54273	4.65396	1.68604	
13.811	2.62703	4.65396	1.68604	
14.0176	2.71992	4.59688	1.69703	
14.2474	2.80477	4.59688	1.69703	
14.5085	2.89284	4.79252	1.73415	
14.7481	2.97955	4.79252	1.73415	
14.9429	3.28647	4.76225	2.09681	
15.181	3.39131	4.76225	2.09681	
15.373	3.63227	4.50269	2.26287	
15.5981	3.74541	4.50269	2.26287	
15.8199	3.7537	4.47172	2.093	
16.0434	3.85835	4.47172	2.093	
16.2417	4.00756	4.25399	2.11301	
16.4544	4.11321	4.25399	2.11301	
16.6733	4.27644	4.28075	2.20427	
16.8873	4.38666	4.28075	2.20427	
17.0208	4.61198	3.84956	2.28393	
17.2133	4.72617	3.84956	2.28393	
17.4009	4.79666	3.81851	2.21257	
17.5918	4.90729	3.81851	2.21257	
17.7659	4.95703	3.72737	2.1043	
17.9522	5.06224	3.72737	2.1043	
18.071	5.35961	3.50167	2.33844	
18.246	5.47653	3.50167	2.33844	
18.3566	5.85779	3.40954	2.71094	
18.5271	5.99333	3.40954	2.71094	
18.6283	6.31543	3.22004	2.93584	
18.7893	6.46223	3.22004	2.93584	
18.9196	6.75032	3.20165	3.14065	
19.0796	6.90735	3.20165	3.14065	
19.1292	7.12409	2.85439	3.14098	
19.2719	7.28114	2.85439	3.14098	
19.3948	7.48918	2.82276	3.20805	
19.5359	7.64958	2.82276	3.20805	
19.5933	7.9027	2.71505	3.33764	
19.7291	8.06959	2.71505	3.33764	
19.822	8.2466	2.51198	3.28194	
19.9476	8.4107	2.51198	3.28194	
19.9693	8.75419	2.22216	3.44407	
20.0805	8.92639	2.22216	3.44407	
20.0818	9.22388	1.90398	3.51755	
20.177	9.39976	1.90398	3.51755	
20.0835	10.0114	1.67469	4.09201	
20.1673	10.216	1.67469	4.09201	
20.1556	10.4658	1.35242	4.02754	
20.2232	10.6672	1.35242	4.02754	
20.131	11.1761	1.08586	4.38216	
20.1853	11.3952	1.08586	4.38216	
20.07	11.6858	0.523032	4.23697	
20.0961	11.8976	0.523032	4.23697	
20.1238	12.1143	0.660721	4.34474	
20.1569	12.3316	0.660721	4.34474	
20.1458	12.4828	0.315714	4.05045	
20.1616	12.6853	0.315714	4.05045	
20.2872	12.7306	0.365592	3.78363	
20.3054	12.9197	0.365592	3.78363	
20.2363	13.1927	0.178767	3.8318	
20.2453	13.3843	0.178767	3.8318	
20.2497	13.5309	-0.00185573	3.63843	
20.2496	13.7129	-0.00185573	3.63843	
20.1386	13.9921	-0.249807	3.67047	
20.1261	14.1756	-0.249807	3.67047	
20.1266	14.2857	-0.29101	3.53384	
20.112	14.4624	-0.29101	3.53384	
20.0086	14.6746	-0.858671	3.18984	
19.9657	14.8341	-0.858671	3.18984	
19.9173	15.0021	-0.897802	3.17152	
19.8724	15.1607	-0.897802	3.17152	
19.7008	15.4674	-1.06635	3.33617	
19.6475	15.6342	-1.06635	3.33617	
19.5306	15.8521	-1.32052	3.22853	
19.4645	16.0135	-1.32052	3.22853	
19.221	16.3706	-1.91116	3.09259	
19.1254	16.5252	-1.91116	3.09259	
18.9861	16.7861	-1.84024	3.34989	
18.8941	16.9536	-1.84024	3.34989	
18.7072	17.1885	-2.02237	3.35583	
18.606	17.3563	-2.02237	3.35583	
18.4699	17.4545	-2.3171	2.98509	
18.354	17.6037	-2.3171	2.98509	
18.2971	17.7634	-2.34016	2.88586	
18.1801	17.9077	-2.34016	2.88586	
18.0124	18.0247	-2.57114	2.65249	
17.8838	18.1573	-2.57114	2.65249	
17.5542	18.5301	-2.92277	2.79787	
17.4081	18.67	-2.92277	2.79787	
17.0224	19.0291	-3.39854	2.80023	
16.8525	19.1691	-3.39854	2.80023	
16.7292	19.086	-3.48634	2.3271	
16.5548	19.2023	-3.48634	2.3271	
16.3645	19.3158	-3.4878	2.34982	
